URN,LAESTAB,School name,Ofsted phase,Type of education,Sixth form,Designated religious character,Ofsted region,Region,Local authority,Parliamentary constituency,Postcode,The income deprivation affecting children index (IDACI) quintile,Total pupils,Inspection date,Overall effectiveness,16 to 19 study programmes,Early years provision (where applicable),Outcomes for children and learners,"Quality of teaching, learning and assessment","Personal development, behaviour and welfare",Effectiveness of leadership and management,Previous full inspection date,Previous full inspection overall effectiveness,Previous 16 to 19 study programmes,Previous early years provision (where applicable),Previous outcomes for children and learners,"Previous quality of teaching, learning and assessment","Previous personal development, behaviour and welfare",Previous effectiveness of leadership and management
107842,3832327,Oulton Primary School,Primary,Community School,Does not have a sixth form,Does not apply,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Leeds,Elmet and Rothwell,LS26 8NT,3,394,04/12/2014,2,9,2,2,2,9,2,06/12/2012,3,9,9,3,3,9,3
107844,3832329,Bramham Primary School,Primary,Community School,Does not have a sixth form,Does not apply,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Leeds,Elmet and Rothwell,LS23 6JQ,1,139,21/03/2013,2,9,9,2,2,9,2,29/09/2009,3,9,3,3,3,9,3
107845,3832331,Pudsey Bolton Royd Primary School,Primary,Community School,Does not have a sixth form,Does not apply,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Leeds,Pudsey,LS28 8EP,4,487,03/04/2014,2,9,9,2,2,9,2,17/11/2010,2,9,2,2,2,9,2
107846,3832334,West End Primary School,Primary,Community School,Does not have a sixth form,Does not apply,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Leeds,Pudsey,LS18 5JP,1,267,12/03/2015,2,9,2,2,2,9,2,01/10/2009,2,9,1,2,2,9,2
107847,3832335,Southroyd Primary and Nursery School,Primary,Foundation School,Does not have a sixth form,Does not apply,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Leeds,Pudsey,LS28 8AT,3,509,01/07/2015,2,9,2,2,2,9,2,13/11/2013,3,9,9,3,3,9,3
107848,3832336,Gildersome Primary School,Primary,Community School,Does not have a sixth form,Does not apply,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Leeds,Morley and Outwood,LS27 7AB,2,408,06/03/2013,2,9,9,2,2,9,2,09/03/2011,3,9,2,3,3,9,2
107849,3832338,Farsley Springbank Primary School,Primary,Community School,Does not have a sixth form,Does not apply,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Leeds,Pudsey,LS28 5LE,1,363,12/07/2017,2,9,2,2,2,1,2,01/05/2013,2,9,9,1,2,9,1
107850,3832339,Pudsey Primrose Hill Primary School,Primary,Community School,Does not have a sixth form,Does not apply,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Leeds,Pudsey,LS28 6AB,3,489,29/09/2011,1,9,1,1,2,9,1,07/12/2006,2,9,2,2,2,9,2
107851,3832342,Victoria Junior School,Primary,Community School,Does not have a sixth form,Does not apply,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Leeds,Elmet and Rothwell,LS26 0RA,4,157,06/03/2014,2,9,9,2,2,9,2,26/01/2011,2,9,9,2,2,9,2
107854,3832347,Crossley Street Primary School,Primary,Community School,Does not have a sixth form,Does not apply,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Leeds,Elmet and Rothwell,LS22 6RT,1,244,12/12/2012,1,9,9,1,1,9,1,18/03/2008,2,9,2,2,2,9,2
107855,3832348,Tranmere Park Primary School,Primary,Foundation School,Does not have a sixth form,Does not apply,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Leeds,Pudsey,LS20 8JJ,1,356,21/01/2009,1,9,1,1,1,9,1,22/06/2006,1,9,1,1,1,9,1
107858,3832356,Queensway Primary School,Primary,Foundation School,Does not have a sixth form,Does not apply,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Leeds,Leeds North West,LS19 7LF,3,218,27/06/2012,2,9,8,2,2,9,2,25/11/2008,2,9,2,2,2,9,2
107859,3832358,Yeadon Westfield Infant School,Primary,Foundation School,Does not have a sixth form,Does not apply,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Leeds,Pudsey,LS19 7NQ,2,226,25/05/2011,2,9,9,2,2,9,2,27/11/2007,2,9,3,2,2,9,2
107860,3832363,Horsforth Newlaithes Primary School,Primary,Community School,Does not have a sixth form,Does not apply,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Leeds,Pudsey,LS18 4PT,1,411,16/01/2013,2,9,9,2,2,9,2,03/03/2010,1,9,9,1,2,9,1
107861,3832364,Westbrook Lane Primary School,Primary,Community School,Does not have a sixth form,Does not apply,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Leeds,Pudsey,LS18 5AH,1,211,17/01/2007,1,9,1,1,1,9,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
107862,3832365,Lowtown Primary School,Primary,Community School,Does not have a sixth form,Does not apply,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Leeds,Pudsey,LS28 9BB,3,206,06/12/2012,2,9,9,2,2,9,2,26/02/2010,3,9,2,3,3,9,3
107863,3832369,Birchfield Primary School,Primary,Community School,Does not have a sixth form,Does not apply,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Leeds,Morley and Outwood,LS27 7HU,2,245,10/12/2014,2,9,2,2,2,9,2,06/12/2012,3,9,9,3,3,9,3
107866,3832382,Morley Victoria Primary School,Primary,Community School,Does not have a sixth form,Does not apply,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Leeds,Morley and Outwood,LS27 9NW,3,486,28/11/2007,1,9,1,1,1,9,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
107868,3832385,Bardsey Primary School,Primary,Foundation School,Does not have a sixth form,Does not apply,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Leeds,Elmet and Rothwell,LS17 9DG,1,189,27/02/2013,2,9,9,2,2,9,2,18/05/2010,3,9,3,3,3,9,3
107869,3832389,Primrose Lane Primary School,Primary,Foundation School,Does not have a sixth form,Does not apply,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Leeds,Elmet and Rothwell,LS23 6DX,1,243,27/03/2013,1,9,9,1,1,9,1,12/12/2007,2,9,2,2,2,9,2
107870,3832390,Wigton Moor Primary School,Primary,Community School,Does not have a sixth form,Does not apply,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Leeds,Leeds North East,LS17 8RU,1,449,26/05/2011,1,9,2,1,2,9,1,06/11/2007,2,9,2,2,2,9,2
107873,3832397,Ninelands Primary School,Primary,Foundation School,Does not have a sixth form,None,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Leeds,Elmet and Rothwell,LS25 1NT,2,464,14/12/2012,2,9,9,2,2,9,2,15/03/2007,1,9,1,2,2,9,2
107874,3832398,Broadgate Primary School,Primary,Community School,Does not have a sixth form,Does not apply,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Leeds,Pudsey,LS18 5AF,4,296,20/11/2014,2,9,3,2,2,9,2,29/03/2011,2,9,2,2,2,9,2
107876,3832400,Deighton Gates Primary School,Primary,Foundation School,Does not have a sixth form,Does not apply,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Leeds,Elmet and Rothwell,LS22 7XL,1,208,17/10/2012,2,9,9,2,2,9,2,30/04/2008,2,9,2,2,2,9,2
107877,3832401,Ashfield Primary School,Primary,Community School,Does not have a sixth form,Does not apply,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Leeds,Leeds North West,LS21 2DF,3,230,08/11/2012,2,9,9,2,2,9,2,29/01/2010,3,9,2,3,3,9,2
107879,3832403,Westgate Primary School,Primary,Community School,Does not have a sixth form,Does not apply,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Leeds,Leeds North West,LS21 3JS,1,247,12/09/2012,2,9,9,2,2,9,1,23/04/2008,2,9,1,2,2,9,2
107881,3832405,Otley the Whartons Primary School,Primary,Community School,Does not have a sixth form,Does not apply,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Leeds,Leeds North West,LS21 2BS,2,174,28/06/2017,2,9,2,2,2,2,2,08/07/2015,3,9,3,3,3,9,3
107882,3832406,Bramhope Primary School,Primary,Community School,Does not have a sixth form,Does not apply,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Leeds,Leeds North West,LS16 9BR,1,279,02/12/2011,1,9,1,1,1,9,1,07/06/2007,2,9,2,2,2,9,2
107883,3832407,Beecroft Primary School,Primary,Community School,Does not have a sixth form,Does not apply,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Leeds,Leeds West,LS4 2TF,4,317,05/03/2010,1,9,1,1,1,9,1,23/01/2007,1,9,1,1,1,9,1
107884,3832408,Blenheim Primary School,Primary,Foundation School,Does not have a sixth form,Does not apply,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Leeds,Leeds Central,LS2 9EX,5,466,24/06/2015,2,9,2,2,2,9,2,21/06/2012,2,9,8,2,2,9,2
107885,3832409,Brudenell Primary School,Primary,Foundation School,Does not have a sixth form,Does not apply,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Leeds,Leeds North West,LS6 1EW,5,307,22/01/2014,2,9,9,2,2,9,2,10/01/2012,2,9,8,2,2,9,2
107886,3832410,Iveson Primary School,Primary,Foundation School,Does not have a sixth form,Does not apply,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Leeds,Leeds North West,LS16 6LW,4,305,21/05/2015,2,9,2,2,2,9,2,22/05/2013,3,9,9,3,3,9,3
107887,3832411,Kirkstall Valley Primary School,Primary,Community School,Does not have a sixth form,Does not apply,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Leeds,Leeds West,LS4 2QZ,4,241,31/01/2014,2,9,9,2,2,9,2,10/03/2009,2,9,2,2,2,9,2
107888,3832412,Little London Community Primary School,Primary,Foundation School,Does not have a sixth form,Does not apply,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Leeds,Leeds Central,LS7 1SR,5,529,23/10/2014,2,9,2,2,2,9,2,25/02/2010,2,9,3,2,2,9,2
107889,3832413,Quarry Mount Primary School,Primary,Foundation School,Does not have a sixth form,Does not apply,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Leeds,Leeds Central,LS6 2JP,5,207,16/10/2015,2,9,2,2,2,2,2,19/09/2013,3,9,9,3,3,9,3
107890,3832414,Spring Bank Primary School,Primary,Community School,Does not have a sixth form,Does not apply,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Leeds,Leeds North West,LS6 1AD,4,212,22/05/2013,2,9,9,2,2,9,2,04/03/2010,2,9,1,2,2,9,2
107891,3832415,Rosebank Primary School,Primary,Foundation School,Does not have a sixth form,Does not apply,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Leeds,Leeds Central,LS3 1JP,5,332,13/02/2013,2,9,9,2,2,9,2,20/05/2010,3,9,2,3,3,9,3
107892,3832416,Adel Primary School,Primary,Community School,Does not have a sixth form,Does not apply,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Leeds,Leeds North West,LS16 8DY,1,250,07/03/2012,2,9,8,2,2,9,2,17/07/2007,2,9,2,2,2,9,2
107893,3832417,Hawksworth Wood Primary School,Primary,Community School,Does not have a sixth form,Does not apply,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Leeds,Leeds West,LS5 3QE,5,256,29/06/2016,2,9,2,2,2,2,2,28/04/2011,2,9,2,2,2,9,2
107894,3832418,Cookridge Primary School,Primary,Foundation School,Does not have a sixth form,Does not apply,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Leeds,Leeds North West,LS16 7DH,4,309,18/10/2013,2,9,9,2,2,9,2,20/10/2011,3,9,2,3,3,9,3
107896,3832420,Ireland Wood Primary School,Primary,Foundation School,Does not have a sixth form,Does not apply,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Leeds,Leeds North West,LS16 6BW,4,411,05/07/2013,2,9,9,2,2,9,2,14/07/2010,2,9,2,2,2,9,2
107897,3832421,Weetwood Primary School,Primary,Community School,Does not have a sixth form,Does not apply,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Leeds,Leeds North West,LS16 5NW,1,246,21/03/2012,2,9,8,2,2,9,2,20/11/2006,2,9,2,2,2,9,2
107901,3832425,Bankside Primary School,Primary,Community School,Does not have a sixth form,Does not apply,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Leeds,Leeds East,LS8 5AW,5,738,23/03/2011,2,9,1,2,2,9,2,20/09/2007,2,9,2,2,2,9,2
107903,3832427,Chapel Allerton Primary School,Primary,Community School,Does not have a sixth form,Does not apply,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Leeds,Leeds North East,LS7 3PD,4,501,11/02/2015,2,9,2,2,2,9,2,21/11/2013,3,9,9,3,3,9,3
107904,3832428,Gledhow Primary School,Primary,Community School,Does not have a sixth form,Does not apply,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Leeds,Leeds North East,LS8 1PL,3,555,15/06/2017,3,9,2,3,3,2,3,20/05/2009,1,9,2,1,1,9,1
107908,3832432,Talbot Primary School,Primary,Community School,Does not have a sixth form,Does not apply,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Leeds,Leeds North East,LS8 1AF,1,533,21/09/2011,2,9,2,1,2,9,2,26/06/2007,2,9,2,2,2,9,1
107909,3832433,Bracken Edge Primary School,Primary,Community School,Does not have a sixth form,Does not apply,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Leeds,Leeds North East,LS7 4HE,5,462,06/02/2014,2,9,9,2,2,9,1,05/12/2012,2,9,9,2,2,9,1
107910,3832434,Kerr Mackie Primary School,Primary,Community School,Does not have a sixth form,Does not apply,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Leeds,Leeds North East,LS8 1NE,3,477,04/10/2012,2,9,9,2,2,9,2,15/02/2011,3,9,2,3,3,9,3
107912,3832436,Alwoodley Primary School,Primary,Community School,Does not have a sixth form,Does not apply,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Leeds,Leeds North East,LS17 5HX,3,498,26/06/2013,1,9,9,1,1,9,1,10/12/2008,1,9,2,1,1,9,1
107913,3832437,Carr Manor Primary School,Primary,Community School,Does not have a sixth form,Does not apply,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Leeds,Leeds North East,LS17 5DJ,3,526,12/06/2013,2,9,9,2,2,9,2,18/06/2010,1,9,1,1,1,9,1
107914,3832438,Highfield Primary School,Primary,Community School,Does not have a sixth form,Does not apply,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Leeds,Leeds North East,LS17 8DJ,1,448,15/11/2011,1,9,2,2,2,9,1,29/01/2007,2,9,2,2,2,9,2
107915,3832439,Moor Allerton Hall Primary School,Primary,Community School,Does not have a sixth form,Does not apply,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Leeds,Leeds North East,LS17 6QP,3,456,05/05/2017,3,9,2,3,3,2,3,18/10/2012,2,9,9,2,2,9,2
107916,3832440,Moortown Primary School,Primary,Community School,Does not have a sixth form,Does not apply,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Leeds,Leeds North East,LS17 6DR,2,208,24/11/2011,1,9,3,1,2,9,2,26/04/2007,2,9,3,2,2,9,2
107917,3832441,Shadwell Primary School,Primary,Community School,Does not have a sixth form,Does not apply,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Leeds,Elmet and Rothwell,LS17 8JF,1,210,10/02/2009,1,9,2,1,1,9,1,15/06/2006,2,9,2,2,2,9,1
107920,3832444,Beechwood Primary School,Primary,Foundation School,Does not have a sixth form,Does not apply,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Leeds,Leeds East,LS14 6QB,5,470,01/04/2015,1,9,1,1,1,9,1,10/07/2013,3,9,9,3,3,9,2
107923,3832447,Grange Farm Primary School,Primary,Foundation School,Does not have a sixth form,Does not apply,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Leeds,Leeds East,LS14 1AX,5,451,07/12/2016,2,9,2,2,2,2,2,09/02/2015,3,9,2,3,3,9,3
107924,3832448,Grimes Dyke Primary School,Primary,Community School,Does not have a sixth form,Does not apply,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Leeds,Leeds East,LS14 5BY,5,287,14/12/2012,2,9,9,2,2,9,2,23/09/2010,3,9,3,3,3,9,2
107925,3832449,Harehills Primary School,Primary,Community School,Does not have a sixth form,Does not apply,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Leeds,Leeds East,LS8 5DQ,5,732,11/11/2015,2,9,2,2,2,1,1,27/09/2013,3,9,9,3,3,9,3
107926,3832450,Hovingham Primary School,Primary,Community School,Does not have a sixth form,Does not apply,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Leeds,Leeds East,LS8 3QY,5,689,28/09/2016,2,9,2,2,2,2,2,09/07/2014,3,9,9,3,3,9,3
107927,3832451,Richmond Hill Primary School,Primary,Community School,Does not have a sixth form,Does not apply,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Leeds,Leeds Central,LS9 8PN,5,625,11/01/2017,4,9,2,4,4,4,4,13/02/2014,2,9,9,2,2,9,2
107928,3832452,Seacroft Grange Primary School,Primary,Community School,Does not have a sixth form,Does not apply,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Leeds,Leeds East,LS14 6JR,5,208,09/06/2016,2,9,2,2,2,2,2,04/06/2014,3,9,9,3,3,9,3
107929,3832453,Colton Primary School,Primary,Foundation School,Does not have a sixth form,None,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Leeds,Leeds East,LS15 9AL,1,253,27/09/2012,1,9,9,1,1,9,1,06/06/2008,2,9,2,2,2,9,2
107932,3832456,White Laith Primary School,Primary,Foundation School,Does not have a sixth form,Does not apply,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Leeds,Leeds East,LS14 2BL,4,233,29/11/2011,2,9,1,2,2,9,2,12/10/2006,2,9,1,2,2,9,2
107933,3832457,Wykebeck Primary School,Primary,Community School,Does not have a sixth form,Does not apply,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Leeds,Leeds East,LS9 6QH,5,453,16/07/2014,2,9,9,2,2,9,2,08/11/2012,3,9,9,3,3,9,2
107934,3832458,Cross Gates Primary School,Primary,Foundation School,Does not have a sixth form,Does not apply,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Leeds,Leeds East,LS15 7NB,5,234,16/10/2014,2,9,2,2,2,9,2,30/03/2010,2,9,2,2,2,9,2
107938,3832462,Shakespeare Primary School,Primary,Community School,Does not have a sixth form,Does not apply,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Leeds,Leeds Central,LS9 7HP,5,438,14/01/2015,2,9,2,2,2,9,2,10/06/2010,2,9,2,2,2,9,2
107939,3832463,Austhorpe Primary School,Primary,Foundation School,Does not have a sixth form,None,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Leeds,Leeds East,LS15 8TP,1,206,04/03/2011,2,9,3,2,2,9,2,06/11/2008,3,9,2,3,2,9,2
107940,3832464,Manston Primary School,Primary,Community School,Does not have a sixth form,Does not apply,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Leeds,Leeds East,LS15 8SD,4,211,27/02/2013,2,9,9,2,2,9,2,18/05/2011,3,9,2,3,3,9,3
107941,3832465,Templenewsam Halton Primary School,Primary,Foundation School,Does not have a sixth form,None,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Leeds,Leeds East,LS15 7SY,3,492,06/03/2012,2,9,8,2,2,9,2,19/09/2008,2,9,2,2,2,9,2
107942,3832466,Whitkirk Primary School,Primary,Foundation School,Does not have a sixth form,None,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Leeds,Leeds East,LS15 0EU,4,405,04/05/2017,3,9,2,3,3,3,3,26/01/2012,2,9,8,2,2,9,2
107943,3832467,Parklands Primary School,Primary,Community School,Does not have a sixth form,Does not apply,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Leeds,Leeds East,LS14 6ED,5,301,12/12/2012,2,9,9,2,2,9,2,06/05/2010,3,9,3,3,3,9,3
107944,3832468,Swarcliffe Primary School,Primary,Community School,Does not have a sixth form,Does not apply,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Leeds,Leeds East,LS14 5JW,5,329,25/05/2016,2,9,2,2,2,2,1,28/11/2013,3,9,9,3,3,9,3
107945,3832469,Fieldhead Carr Primary School,Primary,Community School,Does not have a sixth form,Does not apply,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Leeds,Leeds East,LS14 2EG,4,250,16/10/2014,2,9,2,2,2,9,2,10/02/2010,2,9,1,2,2,9,2
107946,3832470,Beeston Primary School,Primary,Foundation School,Does not have a sixth form,Does not apply,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Leeds,Leeds Central,LS11 8PN,4,681,28/09/2012,2,9,9,2,2,9,2,04/11/2010,3,9,2,3,3,9,3
